,restaurant,item,calories,cal_fat,total_fat,sat_fat,trans_fat,cholesterol,sodium,total_carb,fiber,sugar,protein
197,Burger King,Bacon King Jr,730,351,39,0.19148936170212766,0.0,90,1930,63,0.0,16,0.16756756756756758
199,Burger King,Cheeseburger,300,130,14,0.1276595744680851,0.0,45,710,28,0.058823529411764705,6,0.08108108108108109
200,Burger King,Double Bacon Cheeseburger,520,280,31,0.2978723404255319,0.125,105,1180,33,0.058823529411764705,8,0.16216216216216217
201,Burger King,Double Cheeseburger,450,230,26,0.2553191489361702,0.125,95,960,29,0.058823529411764705,6,0.13513513513513514
202,Burger King,Double Hamburger,360,160,18,0.1702127659574468,0.0,70,520,28,0.058823529411764705,6,0.11351351351351352
203,Burger King,Double Quarter Pound King,900,486,54,0.5319148936170213,0.375,210,1740,50,0.11764705882352941,11,0.2972972972972973
204,Burger King,Extra Long Cheeseburger,580,300,33,0.2765957446808511,0.1875,85,1030,45,0.11764705882352941,9,0.13513513513513514
206,Burger King,Hamburger,260,90,10,0.0851063829787234,0.0,35,490,28,0.058823529411764705,6,0.06486486486486487
207,Burger King,Homestyle Cheeseburger,550,250,27,0.2553191489361702,0.1875,95,1140,48,0.11764705882352941,10,0.15675675675675677
208,Burger King,Jalapeno King Sandwich,990,585,65,0.5106382978723404,0.375,205,1550,46,0.11764705882352941,7,0.2918918918918919
210,Burger King,Rodeo Burger,310,110,13,0.0851063829787234,0.0625,25,450,38,0.058823529411764705,9,0.043243243243243246
211,Burger King,Rodeo King,1250,738,82,0.6595744680851063,0.4375,230,2270,69,0.17647058823529413,14,0.31891891891891894
212,Burger King,Sourdough King Single,730,387,43,0.3404255319148936,0.1875,125,1570,52,0.11764705882352941,12,0.1837837837837838
213,Burger King,Sourdough King Double,970,549,61,0.5106382978723404,0.375,205,1640,52,0.11764705882352941,12,0.2918918918918919
215,Burger King,Bacon & Cheese Whopper,770,432,48,0.3404255319148936,0.25,95,1360,47,0.11764705882352941,9,0.15135135135135136
216,Burger King,DOUBLE WHOPPER w/o Cheese,900,510,57,0.40425531914893614,0.25,140,1050,51,0.17647058823529413,11,0.24864864864864866
217,Burger King,DOUBLE WHOPPER w/ Cheese,990,580,65,0.5106382978723404,0.25,160,1480,53,0.17647058823529413,11,0.2756756756756757
218,Burger King,WHOPPER w/o Cheese,660,360,40,0.2553191489361702,0.1875,90,980,49,0.11764705882352941,11,0.14594594594594595
219,Burger King,WHOPPER w/ Cheese,760,430,47,0.3404255319148936,0.125,100,1410,53,0.17647058823529413,11,0.17297297297297298
220,Burger King,WHOPPER JR. w/o Cheese,340,170,19,0.10638297872340426,0.0,40,510,28,0.11764705882352941,6,0.07027027027027027
221,Burger King,WHOPPER JR. w/ Cheese,380,210,23,0.1702127659574468,0.125,55,730,29,0.11764705882352941,6,0.08108108108108109
222,Burger King,Bacon Cheddar Ranch Chicken Salad w/ grilled Chicken & Dressing,590,360,40,0.2553191489361702,0.0,150,1540,18,0.17647058823529413,6,0.22162162162162163
223,Burger King,Bacon Cheddar Ranch Chicken Salad w/ crispy Chicken & Dressing,720,450,50,0.2765957446808511,0.0,120,1960,32,0.29411764705882354,7,0.1891891891891892
224,Burger King,Chicken BLT Salad w/ Grilled Chicken,550,330,37,0.2127659574468085,0.0,115,1640,17,0.17647058823529413,5,0.1891891891891892
225,Burger King,Chicken BLT Salad w/ Crispy Chicken,690,430,48,0.2553191489361702,0.125,100,1750,31,0.23529411764705882,8,0.1837837837837838
226,Burger King,Chicken Caesar Salad w/ Grilled Chicken,530,290,32,0.10638297872340426,0.0,95,1640,26,0.17647058823529413,6,0.1837837837837838
227,Burger King,Chicken Caesar Salad w/ Crispy Chicken,670,380,43,0.14893617021276595,0.0,80,1760,40,0.29411764705882354,8,0.1783783783783784
228,Burger King,"Chicken, Apple & Cranberry Salad w/ Grilled Chicken",560,270,30,0.14893617021276595,0.0,90,980,40,0.23529411764705882,34,0.15135135135135136
229,Burger King,"Chicken, Apple & Cranberry Salad w/ Crispy Chicken",700,370,41,0.19148936170212766,0.0,80,1090,54,0.29411764705882354,37,0.14594594594594595
230,Burger King,"Garden Grilled Chicken Salad w/ Grilled Chicken, no dressing",320,120,14,0.1276595744680851,0.0,115,650,16,0.11764705882352941,4,0.1891891891891892
231,Burger King,"Garden Grilled Chicken Salad w/ Crispy Chicken, no dressing",450,220,24,0.14893617021276595,0.0,85,1070,30,0.29411764705882354,6,0.15135135135135136
232,Burger King,Side Caesar Salad with dressing,220,180,20,0.0851063829787234,0.0,10,540,7,0.11764705882352941,3,0.02702702702702703
233,Burger King,Side Garden Salad and Avocado Ranch Dressing,230,190,21,0.10638297872340426,0.0,30,520,7,0.11764705882352941,3,0.021621621621621623
236,Burger King,Big Fish Sandwich,530,250,27,0.09574468085106383,0.0,30,1360,54,0.11764705882352941,7,0.08648648648648649
237,Burger King,BK VEGGIE Burger,410,150,16,0.06382978723404255,0.0,5,1030,44,0.4117647058823529,8,0.11351351351351352
238,Burger King,Chicken Burger,480,220,25,0.05319148936170213,0.0,5,1160,42,0.11764705882352941,10,0.11351351351351352
240,Burger King,Chicken Fries,290,150,17,0.06382978723404255,0.1875,40,780,18,0.058823529411764705,1,0.08108108108108109
241,Burger King,4 Piece Chicken Nuggets,190,100,11,0.0425531914893617,0.0,25,310,10,0.058823529411764705,0,0.04864864864864865
242,Burger King,6 Piece Chicken Nuggets,290,150,17,0.06382978723404255,0.0,40,460,15,0.058823529411764705,0,0.07567567567567568
243,Burger King,20 Piece Chicken Nuggets,950,500,55,0.23404255319148937,0.0,130,1530,50,0.29411764705882354,0,0.2702702702702703
244,Burger King,Chicken Nuggets (10pc),470,260,29,0.10638297872340426,0.0,50,890,34,0.29411764705882354,0,0.10810810810810811
247,Burger King,Crispy Chicken Jr.,430,250,28,0.09574468085106383,0.0,30,760,34,0.11764705882352941,4,0.05945945945945946
248,Burger King,Crispy Chicken Sandwich,670,370,41,0.14893617021276595,0.0625,60,1070,54,0.11764705882352941,7,0.11891891891891893
249,Burger King,Grilled Chicken Sandwich,470,170,19,0.07446808510638298,0.0,85,850,39,0.11764705882352941,6,0.1945945945945946
250,Burger King,Grilled Chili Cheese Dog,330,170,19,0.1702127659574468,0.125,40,980,28,0.11764705882352941,5,0.07027027027027027
251,Burger King,Grilled Hot Dog,310,140,16,0.1276595744680851,0.125,30,960,32,0.11764705882352941,10,0.05405405405405406
252,Burger King,Jalapeno Chicken Fries,300,160,18,0.06382978723404255,0.0,40,950,19,0.058823529411764705,1,0.07567567567567568
253,Burger King,Original Chicken Sandwich,630,350,39,0.14893617021276595,0.125,65,1390,46,0.17647058823529413,4,0.12432432432432433
254,Burger King,Pretzel Chicken Fries,340,189,21,0.07446808510638298,0.0,45,1200,21,0.058823529411764705,1,0.08108108108108109
255,Burger King,Rodeo Crispy Chicken Sandwich,410,150,17,0.06382978723404255,0.0,20,870,53,0.11764705882352941,14,0.05945945945945946
256,Burger King,Sourdough Chicken Club,840,459,51,0.2553191489361702,0.125,95,1760,62,0.17647058823529413,7,0.16756756756756758
257,Burger King,4 Piece Spicy Chicken Nuggets,210,135,15,0.06382978723404255,0.0,20,570,11,0.11764705882352941,0,0.03783783783783784
259,Burger King,Spicy Crispy Chicken Jr.,410,220,25,0.09574468085106383,0.0,35,850,35,0.11764705882352941,5,0.05945945945945946
260,Burger King,Spicy Crispy Chicken Sandwich,700,378,42,0.14893617021276595,0.0,65,1140,57,0.17647058823529413,8,0.12972972972972974
261,Burger King,Spicy Crispy Jalapeno Chicken Sandwich,760,405,45,0.23404255319148937,0.0,95,1720,58,0.17647058823529413,8,0.16756756756756758
262,Dairy Queen,1/2 lb. FlameThrower® GrillBurger,1000,660,74,0.5531914893617021,0.25,170,1610,40,0.11764705882352941,9,0.24324324324324326
263,Dairy Queen,1/2 lb. GrillBurger with Cheese,800,460,51,0.425531914893617,0.25,135,1280,44,0.17647058823529413,13,0.21081081081081082
264,Dairy Queen,1/4 lb. Bacon Cheese GrillBurger,630,330,37,0.2765957446808511,0.125,95,1250,44,0.11764705882352941,13,0.15675675675675677
265,Dairy Queen,1/4 lb. GrillBurger with Cheese,540,270,30,0.23404255319148937,0.125,70,1020,44,0.17647058823529413,13,0.11891891891891893
266,Dairy Queen,1/4 lb. Mushroom Swiss GrillBurger,570,310,35,0.23404255319148937,0.125,75,820,39,0.11764705882352941,8,0.12432432432432433
267,Dairy Queen,Original Cheeseburger,400,160,18,0.19148936170212766,0.125,65,930,34,0.058823529411764705,8,0.0972972972972973
268,Dairy Queen,Original Double Cheeseburger,630,310,34,0.3829787234042553,0.25,125,1240,34,0.058823529411764705,9,0.1783783783783784
269,Dairy Queen,4 Piece Chicken Strip Basket w/ Country Gravy,1030,480,53,0.19148936170212766,0.125,80,2780,105,0.5294117647058824,4,0.1837837837837838
270,Dairy Queen,6 Piece Chicken Strip Basket w/ Country Gravy,1260,590,66,0.23404255319148937,0.125,120,3500,121,0.7058823529411765,4,0.2594594594594595
271,Dairy Queen,Bacon Cheese Dog,420,240,26,0.23404255319148937,0.125,60,1140,26,0.058823529411764705,3,0.0972972972972973
272,Dairy Queen,Cheese Dog,390,220,24,0.23404255319148937,0.125,50,1000,26,0.058823529411764705,3,0.08108108108108109
273,Dairy Queen,Chili Cheese Dog,380,220,24,0.23404255319148937,0.125,55,900,23,0.058823529411764705,3,0.08108108108108109
274,Dairy Queen,Chili Dog,330,180,20,0.1702127659574468,0.125,40,1050,24,0.058823529411764705,5,0.06486486486486487
275,Dairy Queen,Hot Dog,290,160,17,0.14893617021276595,0.125,35,900,22,0.058823529411764705,4,0.05405405405405406
276,Dairy Queen,Relish Dog,350,180,20,0.1702127659574468,0.125,35,1000,30,0.058823529411764705,6,0.06486486486486487
277,Dairy Queen,Barbecue Pork Sandwich,310,80,9,0.06382978723404255,0.0,50,830,41,0.11764705882352941,9,0.08648648648648649
278,Dairy Queen,Breaded Mushrooms,250,80,9,0.02127659574468085,0.0,0,500,36,0.11764705882352941,1,0.032432432432432434
279,Dairy Queen,Regular Cheese Curds,550,410,45,0.5319148936170213,0.0,150,900,0,0.0,0,0.1837837837837838
280,Dairy Queen,Large Cheese Curds,1050,670,75,0.9148936170212766,0.125,180,2210,52,0.0,30,0.22702702702702704
281,Dairy Queen,Chili Cheese Mega Dog,760,440,49,0.44680851063829785,0.25,100,1570,48,0.11764705882352941,6,0.16756756756756758
282,Dairy Queen,Corn Dog,260,140,15,0.0851063829787234,0.0,20,450,26,0.058823529411764705,7,0.02702702702702703
283,Dairy Queen,Crispy Fish Sandwich,470,200,22,0.06382978723404255,0.0,20,1210,53,0.11764705882352941,7,0.08648648648648649
284,Dairy Queen,Deluxe Cheeseburger,400,160,18,0.19148936170212766,0.125,65,930,35,0.058823529411764705,9,0.10270270270270271
285,Dairy Queen,Deluxe Double Cheeseburger,640,310,34,0.3829787234042553,0.25,125,1240,35,0.058823529411764705,9,0.1783783783783784
286,Dairy Queen,Deluxe Double Hamburger,540,240,26,0.2765957446808511,0.125,100,750,34,0.058823529411764705,9,0.15135135135135136
287,Dairy Queen,Deluxe Hamburger,350,130,14,0.14893617021276595,0.125,50,680,34,0.058823529411764705,9,0.08648648648648649
288,Dairy Queen,DQ Ultimate® Burger,780,430,48,0.46808510638297873,0.25,150,1390,34,0.058823529411764705,7,0.21621621621621623
289,Dairy Queen,Pork Tenderloin Sandwich,580,310,34,0.14893617021276595,0.0,45,910,48,0.11764705882352941,6,0.0972972972972973
290,Dairy Queen,Steak Finger Basket,910,430,48,0.2765957446808511,0.0625,45,2210,95,0.29411764705882354,2,0.11891891891891893
291,Dairy Queen,3 chicken strips Chicken Strips,350,180,20,0.06382978723404255,0.0,60,960,22,0.5882352941176471,0,0.11351351351351352
292,Dairy Queen,Chicken Bacon Ranch Sandwich,500,180,20,0.1702127659574468,0.0,65,1190,45,0.17647058823529413,3,0.17297297297297298
293,Dairy Queen,Chicken Mozzarella Sandwich,640,220,25,0.1702127659574468,0.0,60,1530,68,0.23529411764705882,3,0.1783783783783784
294,Dairy Queen,Crispy Chicken BLT Salad,520,280,31,0.2127659574468085,0.0,100,1470,25,0.5294117647058824,6,0.1945945945945946
295,Dairy Queen,Crispy Chicken Garden Greens Salad,280,120,13,0.0425531914893617,0.0,40,670,24,0.5294117647058824,6,0.08648648648648649
296,Dairy Queen,Crispy Chicken Sandwich,600,270,30,0.10638297872340426,0.0,55,1250,59,0.4117647058823529,8,0.12432432432432433
297,Dairy Queen,Crispy Chicken Wrap,350,190,21,0.10638297872340426,0.0,35,820,30,0.11764705882352941,1,0.05945945945945946
298,Dairy Queen,Grilled Chicken BLT Salad,380,170,19,0.19148936170212766,0.0,100,1540,11,0.17647058823529413,6,0.22162162162162163
299,Dairy Queen,Grilled Chicken Garden Greens Salad,150,20,2,0.010638297872340425,0.0,40,730,10,0.17647058823529413,6,0.11891891891891893
300,Dairy Queen,Grilled Chicken Sandwich,360,140,15,0.06382978723404255,0.0,50,1040,32,0.058823529411764705,5,0.12972972972972974
301,Dairy Queen,Grilled Chicken Wrap,280,130,15,0.0851063829787234,0.0,30,800,22,0.058823529411764705,1,0.07567567567567568
302,Dairy Queen,Side Salad,20,0,0,0.0,0.0,0,15,5,0.11764705882352941,3,0.0
303,Dairy Queen,Turkey BLT Sandwich,550,240,26,0.1702127659574468,0.0,60,1420,45,0.17647058823529413,3,0.15675675675675677
304,Subway,"6"" B.L.T.",320,80,9,0.0851063829787234,0.0,20,680,43,0.29411764705882354,6,0.07567567567567568
305,Subway,Footlong B.L.T.,640,160,18,0.1702127659574468,0.0,40,1360,86,0.5882352941176471,12,0.15675675675675677
306,Subway,"6"" BBQ Rib Sandwich",430,160,18,0.1276595744680851,0.0,50,590,47,0.29411764705882354,8,0.0972972972972973
307,Subway,Footlong BBQ Rib Sandwich,860,320,36,0.2553191489361702,0.0,100,1180,94,0.5882352941176471,16,0.2
308,Subway,"6"" Big Hot Pastrami",580,310,31,0.23404255319148937,0.0,85,1470,47,0.29411764705882354,7,0.15135135135135136
309,Subway,Footlong Big Hot Pastrami,1160,620,62,0.46808510638297873,0.0,170,2940,94,0.5882352941176471,14,0.3081081081081081
310,Subway,"6"" Big Philly Cheesesteak",500,150,17,0.19148936170212766,0.125,85,1310,51,0.35294117647058826,8,0.2
311,Subway,Footlong Big Philly Cheesesteak,1000,300,34,0.3829787234042553,0.25,170,2620,102,0.7058823529411765,16,0.40540540540540543
312,Subway,Kids Mini Sub Black Forest Ham,180,20,3,0.010638297872340425,0.0,10,450,30,0.17647058823529413,5,0.04864864864864865
313,Subway,"6"" Black Forest Ham",290,40,5,0.02127659574468085,0.0,20,830,46,0.29411764705882354,8,0.0918918918918919
314,Subway,Footlong Black Forest Ham,580,80,10,0.0425531914893617,0.0,40,1660,92,0.5882352941176471,16,0.1891891891891892
315,Subway,"6"" Carved Turkey",330,45,5,0.02127659574468085,0.0,45,890,45,0.29411764705882354,7,0.12972972972972974
316,Subway,Footlong Carved Turkey,660,90,10,0.0425531914893617,0.0,90,1780,90,0.5882352941176471,14,0.2648648648648649
317,Subway,"6"" Carved Turkey & Bacon w/ Cheese",570,230,26,0.14893617021276595,0.0,70,1600,46,0.29411764705882354,8,0.17297297297297298
318,Subway,Footlong Carved Turkey & Bacon w/ Cheese,1140,460,52,0.2978723404255319,0.0,140,3200,92,0.5882352941176471,16,0.35135135135135137
319,Subway,"6"" Chicken & Bacon Ranch Melt",570,250,28,0.2127659574468085,0.125,95,1080,47,0.29411764705882354,8,0.1837837837837838
320,Subway,Footlong Chicken & Bacon Ranch Melt,1140,500,56,0.425531914893617,0.25,190,2160,94,0.5882352941176471,16,0.372972972972973
321,Subway,"6"" Chicken Pizziola Melt",460,140,16,0.1276595744680851,0.0,80,1140,49,0.35294117647058826,9,0.16756756756756758
322,Subway,Footlong Chicken Pizziola Melt,920,280,32,0.2553191489361702,0.0,160,2280,98,0.7058823529411765,18,0.34054054054054056
323,Subway,"6"" Cold Cut Combo",370,120,13,0.0851063829787234,0.0,50,1140,46,0.29411764705882354,7,0.0918918918918919
324,Subway,Footlong Cold Cut Combo,740,240,26,0.1702127659574468,0.0,100,2280,92,0.5882352941176471,14,0.1891891891891892
325,Subway,"6"" Corned Beef Reuben",470,130,15,0.09574468085106383,0.0,85,1770,45,0.4117647058823529,12,0.20540540540540542
326,Subway,Footlong Corned Beef Reuben,940,260,30,0.19148936170212766,0.0,170,3540,90,0.8235294117647058,24,0.41621621621621624
327,Subway,"6"" Italian B.M.T.",410,150,16,0.1276595744680851,0.0,45,1300,46,0.29411764705882354,8,0.10270270270270271
328,Subway,Footlong Italian B.M.T.,820,300,32,0.2553191489361702,0.0,90,2600,92,0.5882352941176471,16,0.21081081081081082
329,Subway,"6"" Italian Hero",550,260,29,0.2127659574468085,0.0,75,1470,47,0.29411764705882354,9,0.13513513513513514
330,Subway,Footlong Italian Hero,1100,520,58,0.425531914893617,0.0,150,2940,94,0.5882352941176471,18,0.2756756756756757
331,Subway,"6"" Meatball Marinara",480,160,18,0.14893617021276595,0.125,30,950,59,0.47058823529411764,12,0.10810810810810811
332,Subway,Footlong Meatball Marinara,960,320,36,0.2978723404255319,0.25,60,1900,118,0.9411764705882353,24,0.22162162162162163
333,Subway,"6"" Oven Roasted Chicken",320,40,5,0.0425531914893617,0.0,25,640,47,0.29411764705882354,8,0.11891891891891893
334,Subway,Footlong Oven Roasted Chicken,640,80,10,0.0851063829787234,0.0,50,1280,44,0.5882352941176471,16,0.24324324324324326
335,Subway,Kids Mini Sub Roast Beef,200,25,3,0.02127659574468085,0.0,25,390,30,0.23529411764705882,5,0.07027027027027027
336,Subway,"6"" Roast Beef",320,40,5,0.0425531914893617,0.0,40,700,45,0.29411764705882354,7,0.12432432432432433
337,Subway,Footlong Roast Beef,640,80,10,0.0851063829787234,0.0,80,1400,90,0.5882352941176471,14,0.25405405405405407
338,Subway,"6"" Rotisserie Style Chicken",350,50,6,0.031914893617021274,0.0,50,540,44,0.29411764705882354,7,0.15135135135135136
339,Subway,Footlong Rotisserie Style Chicken,700,100,12,0.06382978723404255,0.0,100,1080,88,0.5882352941176471,14,0.3081081081081081
340,Subway,"6"" Spicy Italian",480,220,24,0.19148936170212766,0.125,50,1520,46,0.29411764705882354,8,0.10270270270270271
341,Subway,Footlong Spicy Italian,960,440,48,0.3829787234042553,0.25,100,3040,92,0.5882352941176471,16,0.21081081081081082
342,Subway,"6"" Steak and Cheese",380,90,10,0.10638297872340426,0.0,50,1060,48,0.29411764705882354,8,0.13513513513513514
343,Subway,Footlong Steak and Cheese,760,180,20,0.2127659574468085,0.0,100,2120,96,0.5882352941176471,16,0.2756756756756757
344,Subway,"6"" Subway Club",310,40,5,0.0425531914893617,0.0,40,880,46,0.29411764705882354,7,0.11891891891891893
345,Subway,Footlong Subway Club,620,80,10,0.0851063829787234,0.0,80,1760,92,0.5882352941176471,14,0.24324324324324326
346,Subway,"6"" Subway Melt (includes cheese)",370,100,11,0.10638297872340426,0.0,45,1210,47,0.29411764705882354,8,0.11891891891891893
347,Subway,Footlong Subway Melt (includes cheese),740,200,22,0.2127659574468085,0.0,90,1420,94,0.5882352941176471,16,0.24324324324324326
348,Subway,"6"" Subway Seafood Sensation",420,170,19,0.06382978723404255,0.0,20,690,51,0.29411764705882354,8,0.06486486486486487
349,Subway,Footlong Subway Seafood Sensation,840,340,38,0.1276595744680851,0.0,40,1380,102,0.5882352941176471,16,0.13513513513513514
350,Subway,"6"" Sweet Onion Chicken Teriyaki",380,40,5,0.02127659574468085,0.0,50,900,59,0.29411764705882354,18,0.13513513513513514
351,Subway,Footlong Sweet Onion Chicken Teriyaki,760,80,10,0.0425531914893617,0.0,100,1800,118,0.5882352941176471,36,0.2756756756756757
352,Subway,"6"" Tuna",470,210,24,0.0851063829787234,0.0,30,620,44,0.29411764705882354,6,0.10270270270270271
353,Subway,Footlong Tuna,940,420,48,0.1702127659574468,0.0,60,1240,88,0.5882352941176471,12,0.21081081081081082
354,Subway,"6"" Turkey & Bacon Avocado",390,110,13,0.07446808510638298,0.0,30,860,49,0.47058823529411764,7,0.11351351351351352
355,Subway,Footlong Turkey & Bacon Avocado,780,220,26,0.14893617021276595,0.0,60,1720,98,0.9411764705882353,14,0.23243243243243245
356,Subway,Kids Mini Sub Turkey Breast,180,20,2,0.010638297872340425,0.0,10,380,30,0.17647058823529413,5,0.04864864864864865
357,Subway,"6"" Turkey Breast",280,30,4,0.02127659574468085,0.0,20,810,46,0.29411764705882354,7,0.0918918918918919
358,Subway,Footlong Turkey Breast,560,60,8,0.0425531914893617,0.0,40,1620,92,0.5882352941176471,14,0.1891891891891892
359,Subway,"6"" Turkey Breast & Ham",280,35,4,0.02127659574468085,0.0,20,820,46,0.29411764705882354,8,0.0918918918918919
360,Subway,Footlong Turkey Breast & Ham,560,70,8,0.0425531914893617,0.0,40,1640,92,0.5882352941176471,16,0.1891891891891892
361,Subway,"6"" Turkey Italiano Melt (with Provolone)",490,210,24,0.19148936170212766,0.125,50,1480,47,0.29411764705882354,8,0.12432432432432433
362,Subway,Footlong Turkey Italiano Melt (with Provolone),980,420,48,0.3829787234042553,0.25,100,2960,94,0.5882352941176471,16,0.25405405405405407
363,Subway,Kids Mini Sub Veggie Delite,150,15,2,0.0,0.0,0,190,29,0.17647058823529413,4,0.02702702702702703
364,Subway,"6"" Veggie Delite",230,20,3,0.02127659574468085,0.0,0,310,44,0.29411764705882354,6,0.03783783783783784
365,Subway,Footlong Veggie Delite,460,40,6,0.0425531914893617,0.0,0,620,88,0.5882352941176471,12,0.08108108108108109
366,Subway,"6"" Veggie Patty",390,70,7,0.02127659574468085,0.0,10,800,56,0.47058823529411764,8,0.11891891891891893
367,Subway,Footlong Veggie Patty,780,140,14,0.0425531914893617,0.0,20,1600,112,0.9411764705882353,16,0.24324324324324326
368,Subway,Autumn Carved Turkey Salad,300,80,9,0.06382978723404255,0.0,60,1120,26,0.17647058823529413,22,0.12972972972972974
369,Subway,B.L.T. Salad,150,70,8,0.0851063829787234,0.0,20,420,10,0.23529411764705882,5,0.04864864864864865
370,Subway,Big Hot Pastrami Melt Salad,400,300,29,0.23404255319148937,0.0,85,1250,12,0.23529411764705882,4,0.11891891891891893
371,Subway,Big Philly Cheesesteak Salad,330,140,16,0.1702127659574468,0.125,85,1080,17,0.29411764705882354,6,0.16756756756756758
372,Subway,Black Forest Ham Salad,110,25,3,0.02127659574468085,0.0,20,590,11,0.23529411764705882,6,0.05945945945945946
373,Subway,Buffalo Chicken Salad (with Ranch dressing),360,230,26,0.0851063829787234,0.0,60,1100,13,0.23529411764705882,6,0.10270270270270271
374,Subway,Carved Turkey & Bacon w/ Cheese Salad,280,110,12,0.09574468085106383,0.0,65,1320,11,0.23529411764705882,5,0.14594594594594595
375,Subway,Carved Turkey Salad,150,30,4,0.0,0.0,45,680,8,0.17647058823529413,3,0.0972972972972973
376,Subway,Chicken & Bacon Ranch Melt Salad (includes Ranch dressing),510,340,38,0.2553191489361702,0.125,100,1040,14,0.23529411764705882,7,0.15675675675675677
377,Subway,Cold Cut Combo Salad,180,95,11,0.0851063829787234,0.0,45,820,12,0.23529411764705882,5,0.05945945945945946
378,Subway,Double Chicken Salad,220,35,5,0.031914893617021274,0.0,100,490,10,0.23529411764705882,4,0.1891891891891892
379,Subway,Italian B.M.T.® Salad,230,135,15,0.1276595744680851,0.0,45,1060,12,0.23529411764705882,6,0.07027027027027027
380,Subway,Italian Hero Salad,230,140,15,0.10638297872340426,0.0,45,1060,13,0.23529411764705882,8,0.07027027027027027
381,Subway,Meatball Marinara Salad,310,150,17,0.14893617021276595,0.125,30,720,25,0.35294117647058826,10,0.08108108108108109
382,Subway,Oven Roasted Chicken Salad,140,25,3,0.010638297872340425,0.0,50,280,10,0.23529411764705882,4,0.0972972972972973
383,Subway,Roast Beef Salad,140,30,4,0.02127659574468085,0.0,40,450,10,0.23529411764705882,5,0.0918918918918919
384,Subway,Spicy Italian Salad,310,205,23,0.19148936170212766,0.125,50,1280,11,0.23529411764705882,6,0.07567567567567568
385,Subway,Steak & Cheese Salad,210,75,8,0.0851063829787234,0.0,50,830,14,0.23529411764705882,6,0.10270270270270271
386,Subway,Subway Club Salad,140,30,4,0.02127659574468085,0.0,40,640,11,0.23529411764705882,5,0.08648648648648649
387,Subway,Subway Melt® Salad,200,85,10,0.10638297872340426,0.0,45,910,13,0.23529411764705882,6,0.0918918918918919
388,Subway,Sweet Onion Chicken Teriyaki Salad,200,25,3,0.02127659574468085,0.0,50,660,24,0.23529411764705882,16,0.10270270270270271
389,Subway,Tuna Salad,310,215,24,0.0851063829787234,0.0,40,370,10,0.23529411764705882,4,0.07567567567567568
390,Subway,Turkey Breast & Ham Salad,110,20,3,0.02127659574468085,0.0,25,580,11,0.23529411764705882,5,0.05945945945945946
391,Subway,Turkey Breast Salad,110,20,2,0.02127659574468085,0.0,20,570,11,0.23529411764705882,5,0.05945945945945946
392,Subway,Veggie Delite Salad,50,10,1,0.0,0.0,0,65,9,0.23529411764705882,4,0.010810810810810811
393,Subway,Chipotle Southwest Steak & Cheese Wrap,760,330,37,0.2553191489361702,0.125,100,2250,65,0.23529411764705882,7,0.22702702702702704
394,Subway,Rotisserie-Style Chicken Caesar Wrap,730,310,34,0.2127659574468085,0.0625,135,1900,53,0.17647058823529413,4,0.2918918918918919
395,Subway,"Turkey, Bacon & Guacamole Wrap",810,380,42,0.2765957446808511,0.0625,75,2970,62,0.17647058823529413,6,0.22702702702702704
396,Subway,Cheese & Veggies Pizza,740,230,25,0.23404255319148937,0.0,50,1270,100,0.29411764705882354,9,0.1891891891891892
397,Subway,Cheese Pizza,680,200,22,0.19148936170212766,0.0,40,1070,96,0.23529411764705882,7,0.16756756756756758
398,Subway,Pepperoni Pizza,790,290,32,0.2765957446808511,0.0,60,1350,96,0.23529411764705882,8,0.2
399,Subway,Sausage Pizza,820,310,34,0.2978723404255319,0.0,70,1420,97,0.23529411764705882,8,0.20540540540540542
400,Taco Bell,1/2 lb.* Cheesy Potato Burrito,540,230,26,0.14893617021276595,0.125,45,1360,59,0.4117647058823529,4,0.0972972972972973
401,Taco Bell,1/2 lb.* Combo Burrito,460,170,18,0.14893617021276595,0.125,45,1320,53,0.5294117647058824,3,0.10810810810810811
402,Taco Bell,7-Layer Burrito,510,170,19,0.14893617021276595,0.0,20,1090,68,0.6470588235294118,4,0.08108108108108109
403,Taco Bell,Bean Burrito,370,100,11,0.0851063829787234,0.0,5,960,56,0.5294117647058824,3,0.06486486486486487
404,Taco Bell,Beefy 5-Layer Burrito,550,200,22,0.1702127659574468,0.0,35,1270,68,0.47058823529411764,5,0.0972972972972973
405,Taco Bell,Beefy Fritos® Burrito,440,160,18,0.10638297872340426,0.0,20,1030,55,0.23529411764705882,3,0.06486486486486487
406,Taco Bell,Black Bean Burrito,410,110,12,0.0851063829787234,0.0,10,1100,62,0.47058823529411764,3,0.07027027027027027
407,Taco Bell,Burrito Supreme® – Beef,420,140,16,0.14893617021276595,0.0,35,1090,53,0.47058823529411764,5,0.08108108108108109
408,Taco Bell,Burrito Supreme® - Chicken,390,110,12,0.10638297872340426,0.0,40,1050,52,0.4117647058823529,5,0.0972972972972973
409,Taco Bell,Burrito Supreme® - Steak,390,120,13,0.10638297872340426,0.0,30,1090,52,0.4117647058823529,5,0.08648648648648649
410,Taco Bell,Cantina Power Burrito - Chicken,760,240,27,0.1276595744680851,0.0,60,1960,96,0.7058823529411765,7,0.16756756756756758
411,Taco Bell,Cantina Power Burrito - Steak,780,250,28,0.14893617021276595,0.0,50,1900,98,0.7647058823529411,7,0.17297297297297298
412,Taco Bell,Cantina Power Burrito - Veggie,740,230,26,0.10638297872340426,0.0,10,1750,107,1.0,8,0.10270270270270271
